tweet_id,username,tweet_text,likes,retweets,timestamp,cleaned_text,sentiment_score,sentiment_label
24,user_24,Love the new product launch! Great innovation and design.,301,95,2024-01-24,love new product launch great innovation design,0.6883439393939395,Positive
25,user_25,The ad campaign was creative but missed the mark.,418,213,2024-01-25,campaign creative missed mark,0.33895,Positive
26,user_26,Not happy with the delivery delay this week.,911,202,2024-01-26,happy delivery delay week,0.5700000000000001,Positive
27,user_27,I’m skeptical about the new pricing strategy.,557,26,2024-01-27,skeptical new pricing strategy,-0.2500090909090909,Negative
28,user_28,Love the new product launch! Great innovation and design.,119,21,2024-01-28,love new product launch great innovation design,0.6883439393939395,Positive
29,user_29,"Disappointed with the recent update, app keeps crashing.",367,16,2024-01-29,disappointed recent update app keeps crashing,-0.42585,Negative
30,user_30,Love the new product launch! Great innovation and design.,53,221,2024-01-30,love new product launch great innovation design,0.6883439393939395,Positive
31,user_31,Great initiative for sustainability and eco packaging.,950,182,2024-01-31,great initiative sustainability eco packaging,0.71245,Positive
32,user_32,This brand keeps getting better every year!,975,268,2024-02-01,brand keeps getting better every year,0.4702,Positive
33,user_33,Great initiative for sustainability and eco packaging.,152,277,2024-02-02,great initiative sustainability eco packaging,0.71245,Positive
34,user_34,I’m skeptical about the new pricing strategy.,333,34,2024-02-03,skeptical new pricing strategy,-0.2500090909090909,Negative
35,user_35,Highly recommend this product — excellent value!,891,101,2024-02-04,highly recommend product excellent value,0.7132000000000001,Positive
36,user_36,Highly recommend this product — excellent value!,229,47,2024-02-05,highly recommend product excellent value,0.7132000000000001,Positive
37,user_37,Love the new product launch! Great innovation and design.,889,128,2024-02-06,love new product launch great innovation design,0.6883439393939395,Positive
38,user_38,Love the new product launch! Great innovation and design.,61,136,2024-02-07,love new product launch great innovation design,0.6883439393939395,Positive
39,user_39,Great initiative for sustainability and eco packaging.,890,80,2024-02-08,great initiative sustainability eco packaging,0.71245,Positive
40,user_40,Highly recommend this product — excellent value!,87,264,2024-02-09,highly recommend product excellent value,0.7132000000000001,Positive
41,user_41,This brand keeps getting better every year!,810,61,2024-02-10,brand keeps getting better every year,0.4702,Positive
42,user_42,Not happy with the delivery delay this week.,74,269,2024-02-11,happy delivery delay week,0.5700000000000001,Positive
43,user_43,Highly recommend this product — excellent value!,931,142,2024-02-12,highly recommend product excellent value,0.7132000000000001,Positive
44,user_44,Amazing customer support — resolved my issue instantly!,811,199,2024-02-13,amazing customer support resolved issue instantly,0.551,Positive
45,user_45,Great initiative for sustainability and eco packaging.,679,115,2024-02-14,great initiative sustainability eco packaging,0.71245,Positive
46,user_46,The ad campaign was creative but missed the mark.,565,260,2024-02-15,campaign creative missed mark,0.33895,Positive
47,user_47,"Disappointed with the recent update, app keeps crashing.",304,50,2024-02-16,disappointed recent update app keeps crashing,-0.42585,Negative
48,user_48,This brand keeps getting better every year!,412,270,2024-02-17,brand keeps getting better every year,0.4702,Positive
49,user_49,Love the new product launch! Great innovation and design.,774,8,2024-02-18,love new product launch great innovation design,0.6883439393939395,Positive
50,user_50,The ad campaign was creative but missed the mark.,133,263,2024-02-19,campaign creative missed mark,0.33895,Positive
51,user_51,I’m skeptical about the new pricing strategy.,48,223,2024-02-20,skeptical new pricing strategy,-0.2500090909090909,Negative
52,user_52,Great initiative for sustainability and eco packaging.,306,26,2024-02-21,great initiative sustainability eco packaging,0.71245,Positive
53,user_53,Not happy with the delivery delay this week.,90,93,2024-02-22,happy delivery delay week,0.5700000000000001,Positive
54,user_54,"Disappointed with the recent update, app keeps crashing.",43,164,2024-02-23,disappointed recent update app keeps crashing,-0.42585,Negative
55,user_55,Great initiative for sustainability and eco packaging.,264,184,2024-02-24,great initiative sustainability eco packaging,0.71245,Positive
56,user_56,The ad campaign was creative but missed the mark.,384,250,2024-02-25,campaign creative missed mark,0.33895,Positive
57,user_57,This brand keeps getting better every year!,213,154,2024-02-26,brand keeps getting better every year,0.4702,Positive
58,user_58,Not happy with the delivery delay this week.,481,212,2024-02-27,happy delivery delay week,0.5700000000000001,Positive
59,user_59,The ad campaign was creative but missed the mark.,44,261,2024-02-28,campaign creative missed mark,0.33895,Positive
60,user_60,This brand keeps getting better every year!,417,276,2024-02-29,brand keeps getting better every year,0.4702,Positive
61,user_61,Great initiative for sustainability and eco packaging.,385,294,2024-03-01,great initiative sustainability eco packaging,0.71245,Positive
62,user_62,"Disappointed with the recent update, app keeps crashing.",683,53,2024-03-02,disappointed recent update app keeps crashing,-0.42585,Negative
63,user_63,Great initiative for sustainability and eco packaging.,995,56,2024-03-03,great initiative sustainability eco packaging,0.71245,Positive
64,user_64,Great initiative for sustainability and eco packaging.,402,88,2024-03-04,great initiative sustainability eco packaging,0.71245,Positive
65,user_65,Love the new product launch! Great innovation and design.,848,234,2024-03-05,love new product launch great innovation design,0.6883439393939395,Positive
66,user_66,This brand keeps getting better every year!,765,4,2024-03-06,brand keeps getting better every year,0.4702,Positive
67,user_67,This product didn’t live up to the hype.,215,125,2024-03-07,product didnt live hype,0.06818181818181818,Positive
68,user_68,Great initiative for sustainability and eco packaging.,30,137,2024-03-08,great initiative sustainability eco packaging,0.71245,Positive
69,user_69,This brand keeps getting better every year!,604,218,2024-03-09,brand keeps getting better every year,0.4702,Positive
70,user_70,This brand keeps getting better every year!,849,154,2024-03-10,brand keeps getting better every year,0.4702,Positive
71,user_71,Not happy with the delivery delay this week.,265,108,2024-03-11,happy delivery delay week,0.5700000000000001,Positive
72,user_72,I’m skeptical about the new pricing strategy.,906,14,2024-03-12,skeptical new pricing strategy,-0.2500090909090909,Negative
73,user_73,The ad campaign was creative but missed the mark.,61,232,2024-03-13,campaign creative missed mark,0.33895,Positive
74,user_74,This brand keeps getting better every year!,120,105,2024-03-14,brand keeps getting better every year,0.4702,Positive
75,user_75,"Disappointed with the recent update, app keeps crashing.",790,96,2024-03-15,disappointed recent update app keeps crashing,-0.42585,Negative
76,user_76,Great initiative for sustainability and eco packaging.,549,195,2024-03-16,great initiative sustainability eco packaging,0.71245,Positive
77,user_77,Amazing customer support — resolved my issue instantly!,945,121,2024-03-17,amazing customer support resolved issue instantly,0.551,Positive
78,user_78,I’m skeptical about the new pricing strategy.,825,238,2024-03-18,skeptical new pricing strategy,-0.2500090909090909,Negative
79,user_79,Not happy with the delivery delay this week.,776,90,2024-03-19,happy delivery delay week,0.5700000000000001,Positive
80,user_80,This brand keeps getting better every year!,524,68,2024-03-20,brand keeps getting better every year,0.4702,Positive
81,user_81,Amazing customer support — resolved my issue instantly!,154,132,2024-03-21,amazing customer support resolved issue instantly,0.551,Positive
82,user_82,Love the new product launch! Great innovation and design.,848,25,2024-03-22,love new product launch great innovation design,0.6883439393939395,Positive
83,user_83,Amazing customer support — resolved my issue instantly!,36,149,2024-03-23,amazing customer support resolved issue instantly,0.551,Positive
84,user_84,This product didn’t live up to the hype.,393,116,2024-03-24,product didnt live hype,0.06818181818181818,Positive
85,user_85,This brand keeps getting better every year!,183,260,2024-03-25,brand keeps getting better every year,0.4702,Positive
86,user_86,The ad campaign was creative but missed the mark.,406,53,2024-03-26,campaign creative missed mark,0.33895,Positive
87,user_87,This product didn’t live up to the hype.,492,83,2024-03-27,product didnt live hype,0.06818181818181818,Positive
88,user_88,The ad campaign was creative but missed the mark.,152,295,2024-03-28,campaign creative missed mark,0.33895,Positive
89,user_89,Great initiative for sustainability and eco packaging.,234,176,2024-03-29,great initiative sustainability eco packaging,0.71245,Positive
90,user_90,This brand keeps getting better every year!,114,1,2024-03-30,brand keeps getting better every year,0.4702,Positive
91,user_91,This brand keeps getting better every year!,986,142,2024-03-31,brand keeps getting better every year,0.4702,Positive
92,user_92,This brand keeps getting better every year!,913,41,2024-04-01,brand keeps getting better every year,0.4702,Positive
93,user_93,"Disappointed with the recent update, app keeps crashing.",800,119,2024-04-02,disappointed recent update app keeps crashing,-0.42585,Negative
94,user_94,Love the new product launch! Great innovation and design.,347,161,2024-04-03,love new product launch great innovation design,0.6883439393939395,Positive
95,user_95,Amazing customer support — resolved my issue instantly!,820,271,2024-04-04,amazing customer support resolved issue instantly,0.551,Positive
96,user_96,"Disappointed with the recent update, app keeps crashing.",462,77,2024-04-05,disappointed recent update app keeps crashing,-0.42585,Negative
97,user_97,Love the new product launch! Great innovation and design.,645,266,2024-04-06,love new product launch great innovation design,0.6883439393939395,Positive
98,user_98,"Disappointed with the recent update, app keeps crashing.",230,146,2024-04-07,disappointed recent update app keeps crashing,-0.42585,Negative
99,user_99,Highly recommend this product — excellent value!,507,265,2024-04-08,highly recommend product excellent value,0.7132000000000001,Positive
100,user_100,I’m skeptical about the new pricing strategy.,29,211,2024-04-09,skeptical new pricing strategy,-0.2500090909090909,Negative
101,user_101,The ad campaign was creative but missed the mark.,686,279,2024-04-10,campaign creative missed mark,0.33895,Positive
102,user_102,Love the new product launch! Great innovation and design.,531,130,2024-04-11,love new product launch great innovation design,0.6883439393939395,Positive
103,user_103,"Disappointed with the recent update, app keeps crashing.",857,247,2024-04-12,disappointed recent update app keeps crashing,-0.42585,Negative
104,user_104,The ad campaign was creative but missed the mark.,880,262,2024-04-13,campaign creative missed mark,0.33895,Positive
105,user_105,Amazing customer support — resolved my issue instantly!,296,87,2024-04-14,amazing customer support resolved issue instantly,0.551,Positive
106,user_106,Highly recommend this product — excellent value!,400,111,2024-04-15,highly recommend product excellent value,0.7132000000000001,Positive
107,user_107,Amazing customer support — resolved my issue instantly!,512,52,2024-04-16,amazing customer support resolved issue instantly,0.551,Positive
108,user_108,I’m skeptical about the new pricing strategy.,977,39,2024-04-17,skeptical new pricing strategy,-0.2500090909090909,Negative
109,user_109,Not happy with the delivery delay this week.,707,3,2024-04-18,happy delivery delay week,0.5700000000000001,Positive
110,user_110,Not happy with the delivery delay this week.,876,4,2024-04-19,happy delivery delay week,0.5700000000000001,Positive
111,user_111,"Disappointed with the recent update, app keeps crashing.",90,90,2024-04-20,disappointed recent update app keeps crashing,-0.42585,Negative
112,user_112,Great initiative for sustainability and eco packaging.,70,149,2024-04-21,great initiative sustainability eco packaging,0.71245,Positive
113,user_113,The ad campaign was creative but missed the mark.,98,225,2024-04-22,campaign creative missed mark,0.33895,Positive
114,user_114,This product didn’t live up to the hype.,370,240,2024-04-23,product didnt live hype,0.06818181818181818,Positive
115,user_115,Highly recommend this product — excellent value!,904,263,2024-04-24,highly recommend product excellent value,0.7132000000000001,Positive
116,user_116,"Disappointed with the recent update, app keeps crashing.",191,73,2024-04-25,disappointed recent update app keeps crashing,-0.42585,Negative
117,user_117,"Disappointed with the recent update, app keeps crashing.",895,197,2024-04-26,disappointed recent update app keeps crashing,-0.42585,Negative
118,user_118,"Disappointed with the recent update, app keeps crashing.",62,37,2024-04-27,disappointed recent update app keeps crashing,-0.42585,Negative
119,user_119,Great initiative for sustainability and eco packaging.,23,245,2024-04-28,great initiative sustainability eco packaging,0.71245,Positive
120,user_120,I’m skeptical about the new pricing strategy.,791,76,2024-04-29,skeptical new pricing strategy,-0.2500090909090909,Negative
121,user_121,Not happy with the delivery delay this week.,791,56,2024-04-30,happy delivery delay week,0.5700000000000001,Positive
122,user_122,Not happy with the delivery delay this week.,752,83,2024-05-01,happy delivery delay week,0.5700000000000001,Positive
123,user_123,This product didn’t live up to the hype.,508,145,2024-05-02,product didnt live hype,0.06818181818181818,Positive
124,user_124,This brand keeps getting better every year!,555,34,2024-05-03,brand keeps getting better every year,0.4702,Positive
125,user_125,Great initiative for sustainability and eco packaging.,897,293,2024-05-04,great initiative sustainability eco packaging,0.71245,Positive
126,user_126,Great initiative for sustainability and eco packaging.,337,47,2024-05-05,great initiative sustainability eco packaging,0.71245,Positive
127,user_127,Highly recommend this product — excellent value!,73,173,2024-05-06,highly recommend product excellent value,0.7132000000000001,Positive
128,user_128,This product didn’t live up to the hype.,486,176,2024-05-07,product didnt live hype,0.06818181818181818,Positive
129,user_129,Amazing customer support — resolved my issue instantly!,595,203,2024-05-08,amazing customer support resolved issue instantly,0.551,Positive
130,user_130,Amazing customer support — resolved my issue instantly!,846,158,2024-05-09,amazing customer support resolved issue instantly,0.551,Positive
131,user_131,Great initiative for sustainability and eco packaging.,666,189,2024-05-10,great initiative sustainability eco packaging,0.71245,Positive
132,user_132,"Disappointed with the recent update, app keeps crashing.",650,60,2024-05-11,disappointed recent update app keeps crashing,-0.42585,Negative
133,user_133,Great initiative for sustainability and eco packaging.,832,23,2024-05-12,great initiative sustainability eco packaging,0.71245,Positive
134,user_134,Love the new product launch! Great innovation and design.,349,48,2024-05-13,love new product launch great innovation design,0.6883439393939395,Positive
135,user_135,This product didn’t live up to the hype.,111,184,2024-05-14,product didnt live hype,0.06818181818181818,Positive
136,user_136,The ad campaign was creative but missed the mark.,92,1,2024-05-15,campaign creative missed mark,0.33895,Positive
137,user_137,This brand keeps getting better every year!,132,186,2024-05-16,brand keeps getting better every year,0.4702,Positive
138,user_138,The ad campaign was creative but missed the mark.,651,229,2024-05-17,campaign creative missed mark,0.33895,Positive
139,user_139,Not happy with the delivery delay this week.,774,259,2024-05-18,happy delivery delay week,0.5700000000000001,Positive
140,user_140,Highly recommend this product — excellent value!,527,158,2024-05-19,highly recommend product excellent value,0.7132000000000001,Positive
141,user_141,Amazing customer support — resolved my issue instantly!,843,220,2024-05-20,amazing customer support resolved issue instantly,0.551,Positive
142,user_142,The ad campaign was creative but missed the mark.,443,133,2024-05-21,campaign creative missed mark,0.33895,Positive
143,user_143,Love the new product launch! Great innovation and design.,952,191,2024-05-22,love new product launch great innovation design,0.6883439393939395,Positive
144,user_144,Highly recommend this product — excellent value!,34,60,2024-05-23,highly recommend product excellent value,0.7132000000000001,Positive
145,user_145,The ad campaign was creative but missed the mark.,346,99,2024-05-24,campaign creative missed mark,0.33895,Positive
146,user_146,This brand keeps getting better every year!,892,43,2024-05-25,brand keeps getting better every year,0.4702,Positive
147,user_147,"Disappointed with the recent update, app keeps crashing.",570,145,2024-05-26,disappointed recent update app keeps crashing,-0.42585,Negative
148,user_148,The ad campaign was creative but missed the mark.,130,238,2024-05-27,campaign creative missed mark,0.33895,Positive
149,user_149,Love the new product launch! Great innovation and design.,175,231,2024-05-28,love new product launch great innovation design,0.6883439393939395,Positive
150,user_150,This product didn’t live up to the hype.,243,49,2024-05-29,product didnt live hype,0.06818181818181818,Positive
151,user_151,Great initiative for sustainability and eco packaging.,764,196,2024-05-30,great initiative sustainability eco packaging,0.71245,Positive
152,user_152,This brand keeps getting better every year!,720,242,2024-05-31,brand keeps getting better every year,0.4702,Positive
153,user_153,Great initiative for sustainability and eco packaging.,727,38,2024-06-01,great initiative sustainability eco packaging,0.71245,Positive
154,user_154,Love the new product launch! Great innovation and design.,731,206,2024-06-02,love new product launch great innovation design,0.6883439393939395,Positive
155,user_155,This brand keeps getting better every year!,589,218,2024-06-03,brand keeps getting better every year,0.4702,Positive
156,user_156,Great initiative for sustainability and eco packaging.,811,7,2024-06-04,great initiative sustainability eco packaging,0.71245,Positive
157,user_157,Great initiative for sustainability and eco packaging.,235,176,2024-06-05,great initiative sustainability eco packaging,0.71245,Positive
158,user_158,"Disappointed with the recent update, app keeps crashing.",140,296,2024-06-06,disappointed recent update app keeps crashing,-0.42585,Negative
159,user_159,The ad campaign was creative but missed the mark.,327,130,2024-06-07,campaign creative missed mark,0.33895,Positive
160,user_160,Amazing customer support — resolved my issue instantly!,186,287,2024-06-08,amazing customer support resolved issue instantly,0.551,Positive
161,user_161,This brand keeps getting better every year!,443,182,2024-06-09,brand keeps getting better every year,0.4702,Positive
162,user_162,I’m skeptical about the new pricing strategy.,425,117,2024-06-10,skeptical new pricing strategy,-0.2500090909090909,Negative
163,user_163,This product didn’t live up to the hype.,331,269,2024-06-11,product didnt live hype,0.06818181818181818,Positive
164,user_164,This brand keeps getting better every year!,779,105,2024-06-12,brand keeps getting better every year,0.4702,Positive
165,user_165,Amazing customer support — resolved my issue instantly!,436,187,2024-06-13,amazing customer support resolved issue instantly,0.551,Positive
166,user_166,I’m skeptical about the new pricing strategy.,762,258,2024-06-14,skeptical new pricing strategy,-0.2500090909090909,Negative
167,user_167,Love the new product launch! Great innovation and design.,647,207,2024-06-15,love new product launch great innovation design,0.6883439393939395,Positive
168,user_168,The ad campaign was creative but missed the mark.,760,242,2024-06-16,campaign creative missed mark,0.33895,Positive
169,user_169,Amazing customer support — resolved my issue instantly!,384,161,2024-06-17,amazing customer support resolved issue instantly,0.551,Positive
170,user_170,This brand keeps getting better every year!,799,284,2024-06-18,brand keeps getting better every year,0.4702,Positive
171,user_171,Amazing customer support — resolved my issue instantly!,302,140,2024-06-19,amazing customer support resolved issue instantly,0.551,Positive
172,user_172,Not happy with the delivery delay this week.,425,114,2024-06-20,happy delivery delay week,0.5700000000000001,Positive
173,user_173,I’m skeptical about the new pricing strategy.,37,123,2024-06-21,skeptical new pricing strategy,-0.2500090909090909,Negative
174,user_174,Amazing customer support — resolved my issue instantly!,773,149,2024-06-22,amazing customer support resolved issue instantly,0.551,Positive
175,user_175,The ad campaign was creative but missed the mark.,180,33,2024-06-23,campaign creative missed mark,0.33895,Positive
176,user_176,Amazing customer support — resolved my issue instantly!,696,259,2024-06-24,amazing customer support resolved issue instantly,0.551,Positive
177,user_177,"Disappointed with the recent update, app keeps crashing.",976,255,2024-06-25,disappointed recent update app keeps crashing,-0.42585,Negative
178,user_178,Love the new product launch! Great innovation and design.,987,2,2024-06-26,love new product launch great innovation design,0.6883439393939395,Positive
179,user_179,This brand keeps getting better every year!,880,194,2024-06-27,brand keeps getting better every year,0.4702,Positive
180,user_180,Highly recommend this product — excellent value!,104,109,2024-06-28,highly recommend product excellent value,0.7132000000000001,Positive
181,user_181,Highly recommend this product — excellent value!,263,185,2024-06-29,highly recommend product excellent value,0.7132000000000001,Positive
182,user_182,Highly recommend this product — excellent value!,816,252,2024-06-30,highly recommend product excellent value,0.7132000000000001,Positive
183,user_183,Great initiative for sustainability and eco packaging.,905,30,2024-07-01,great initiative sustainability eco packaging,0.71245,Positive
184,user_184,"Disappointed with the recent update, app keeps crashing.",805,39,2024-07-02,disappointed recent update app keeps crashing,-0.42585,Negative
185,user_185,I’m skeptical about the new pricing strategy.,960,113,2024-07-03,skeptical new pricing strategy,-0.2500090909090909,Negative
186,user_186,This brand keeps getting better every year!,552,258,2024-07-04,brand keeps getting better every year,0.4702,Positive
187,user_187,Great initiative for sustainability and eco packaging.,281,198,2024-07-05,great initiative sustainability eco packaging,0.71245,Positive
188,user_188,Highly recommend this product — excellent value!,325,73,2024-07-06,highly recommend product excellent value,0.7132000000000001,Positive
189,user_189,This product didn’t live up to the hype.,996,227,2024-07-07,product didnt live hype,0.06818181818181818,Positive
190,user_190,Highly recommend this product — excellent value!,414,177,2024-07-08,highly recommend product excellent value,0.7132000000000001,Positive
191,user_191,Love the new product launch! Great innovation and design.,683,152,2024-07-09,love new product launch great innovation design,0.6883439393939395,Positive
192,user_192,This product didn’t live up to the hype.,341,123,2024-07-10,product didnt live hype,0.06818181818181818,Positive
193,user_193,This product didn’t live up to the hype.,576,23,2024-07-11,product didnt live hype,0.06818181818181818,Positive
194,user_194,"Disappointed with the recent update, app keeps crashing.",592,135,2024-07-12,disappointed recent update app keeps crashing,-0.42585,Negative
195,user_195,This product didn’t live up to the hype.,575,209,2024-07-13,product didnt live hype,0.06818181818181818,Positive
196,user_196,The ad campaign was creative but missed the mark.,365,164,2024-07-14,campaign creative missed mark,0.33895,Positive
197,user_197,Amazing customer support — resolved my issue instantly!,496,143,2024-07-15,amazing customer support resolved issue instantly,0.551,Positive
198,user_198,Great initiative for sustainability and eco packaging.,24,296,2024-07-16,great initiative sustainability eco packaging,0.71245,Positive
199,user_199,"Disappointed with the recent update, app keeps crashing.",443,23,2024-07-17,disappointed recent update app keeps crashing,-0.42585,Negative
200,user_200,Great initiative for sustainability and eco packaging.,957,180,2024-07-18,great initiative sustainability eco packaging,0.71245,Positive
201,user_201,Highly recommend this product — excellent value!,856,276,2024-07-19,highly recommend product excellent value,0.7132000000000001,Positive
202,user_202,"Disappointed with the recent update, app keeps crashing.",476,24,2024-07-20,disappointed recent update app keeps crashing,-0.42585,Negative
203,user_203,This brand keeps getting better every year!,820,74,2024-07-21,brand keeps getting better every year,0.4702,Positive
204,user_204,Highly recommend this product — excellent value!,707,16,2024-07-22,highly recommend product excellent value,0.7132000000000001,Positive
205,user_205,Highly recommend this product — excellent value!,347,73,2024-07-23,highly recommend product excellent value,0.7132000000000001,Positive
206,user_206,Not happy with the delivery delay this week.,551,177,2024-07-24,happy delivery delay week,0.5700000000000001,Positive
207,user_207,"Disappointed with the recent update, app keeps crashing.",660,198,2024-07-25,disappointed recent update app keeps crashing,-0.42585,Negative
208,user_208,This brand keeps getting better every year!,911,271,2024-07-26,brand keeps getting better every year,0.4702,Positive
209,user_209,"Disappointed with the recent update, app keeps crashing.",616,232,2024-07-27,disappointed recent update app keeps crashing,-0.42585,Negative
210,user_210,"Disappointed with the recent update, app keeps crashing.",985,263,2024-07-28,disappointed recent update app keeps crashing,-0.42585,Negative
211,user_211,Amazing customer support — resolved my issue instantly!,947,15,2024-07-29,amazing customer support resolved issue instantly,0.551,Positive
212,user_212,Not happy with the delivery delay this week.,549,44,2024-07-30,happy delivery delay week,0.5700000000000001,Positive
213,user_213,I’m skeptical about the new pricing strategy.,784,189,2024-07-31,skeptical new pricing strategy,-0.2500090909090909,Negative
214,user_214,Not happy with the delivery delay this week.,194,113,2024-08-01,happy delivery delay week,0.5700000000000001,Positive
215,user_215,This product didn’t live up to the hype.,254,294,2024-08-02,product didnt live hype,0.06818181818181818,Positive
216,user_216,"Disappointed with the recent update, app keeps crashing.",780,123,2024-08-03,disappointed recent update app keeps crashing,-0.42585,Negative
217,user_217,This product didn’t live up to the hype.,85,23,2024-08-04,product didnt live hype,0.06818181818181818,Positive
218,user_218,This brand keeps getting better every year!,519,170,2024-08-05,brand keeps getting better every year,0.4702,Positive
219,user_219,I’m skeptical about the new pricing strategy.,19,123,2024-08-06,skeptical new pricing strategy,-0.2500090909090909,Negative
220,user_220,Not happy with the delivery delay this week.,593,204,2024-08-07,happy delivery delay week,0.5700000000000001,Positive
221,user_221,Great initiative for sustainability and eco packaging.,47,112,2024-08-08,great initiative sustainability eco packaging,0.71245,Positive
222,user_222,I’m skeptical about the new pricing strategy.,60,241,2024-08-09,skeptical new pricing strategy,-0.2500090909090909,Negative
223,user_223,Highly recommend this product — excellent value!,588,290,2024-08-10,highly recommend product excellent value,0.7132000000000001,Positive
224,user_224,Love the new product launch! Great innovation and design.,820,252,2024-08-11,love new product launch great innovation design,0.6883439393939395,Positive
225,user_225,I’m skeptical about the new pricing strategy.,77,284,2024-08-12,skeptical new pricing strategy,-0.2500090909090909,Negative
226,user_226,Highly recommend this product — excellent value!,329,196,2024-08-13,highly recommend product excellent value,0.7132000000000001,Positive
227,user_227,The ad campaign was creative but missed the mark.,720,14,2024-08-14,campaign creative missed mark,0.33895,Positive
228,user_228,I’m skeptical about the new pricing strategy.,873,257,2024-08-15,skeptical new pricing strategy,-0.2500090909090909,Negative
229,user_229,Love the new product launch! Great innovation and design.,991,165,2024-08-16,love new product launch great innovation design,0.6883439393939395,Positive
230,user_230,I’m skeptical about the new pricing strategy.,764,37,2024-08-17,skeptical new pricing strategy,-0.2500090909090909,Negative
231,user_231,The ad campaign was creative but missed the mark.,847,2,2024-08-18,campaign creative missed mark,0.33895,Positive
232,user_232,This brand keeps getting better every year!,251,208,2024-08-19,brand keeps getting better every year,0.4702,Positive
233,user_233,This product didn’t live up to the hype.,687,91,2024-08-20,product didnt live hype,0.06818181818181818,Positive
234,user_234,This brand keeps getting better every year!,680,171,2024-08-21,brand keeps getting better every year,0.4702,Positive
235,user_235,This brand keeps getting better every year!,869,50,2024-08-22,brand keeps getting better every year,0.4702,Positive
236,user_236,"Disappointed with the recent update, app keeps crashing.",477,260,2024-08-23,disappointed recent update app keeps crashing,-0.42585,Negative
237,user_237,"Disappointed with the recent update, app keeps crashing.",164,181,2024-08-24,disappointed recent update app keeps crashing,-0.42585,Negative
238,user_238,Highly recommend this product — excellent value!,430,283,2024-08-25,highly recommend product excellent value,0.7132000000000001,Positive
239,user_239,The ad campaign was creative but missed the mark.,104,92,2024-08-26,campaign creative missed mark,0.33895,Positive
240,user_240,Amazing customer support — resolved my issue instantly!,880,92,2024-08-27,amazing customer support resolved issue instantly,0.551,Positive
241,user_241,Not happy with the delivery delay this week.,741,11,2024-08-28,happy delivery delay week,0.5700000000000001,Positive
242,user_242,Not happy with the delivery delay this week.,375,182,2024-08-29,happy delivery delay week,0.5700000000000001,Positive
243,user_243,The ad campaign was creative but missed the mark.,484,86,2024-08-30,campaign creative missed mark,0.33895,Positive
244,user_244,The ad campaign was creative but missed the mark.,889,205,2024-08-31,campaign creative missed mark,0.33895,Positive
245,user_245,The ad campaign was creative but missed the mark.,531,133,2024-09-01,campaign creative missed mark,0.33895,Positive
246,user_246,Highly recommend this product — excellent value!,456,15,2024-09-02,highly recommend product excellent value,0.7132000000000001,Positive
